consumer,containingMethod,literal,count
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::InitializeComponent,viewTimelineToolStripMenuItem,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,ActPlugins,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,CustomTriggers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,LoadNewSettings,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,OdbcHacks,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,RenameFix,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,SettingsSerializer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadNewSettings,SpellTimers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlAbilityRedirectFix,Ability,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlAbilityRedirectFix,Active,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlActPlugins,Plugin,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,Active,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,Category,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,CustomTrigger,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,Regex,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,SoundData,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,SoundType,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,Tabbed,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,Timer,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlCustomTriggers,TimerName,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlOdbcHacks,ConnectionStringMatch,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlOdbcHacks,SqlFind,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlOdbcHacks,SqlReplace,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRecords,CharName,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRecords,EndTime,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRecords,FolderHint,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRecords,Label,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRecords,StartTime,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRenameFix,Active,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRenameFix,After,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlRenameFix,Before,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSParseList,Name,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSParseList,Player,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Category,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,FillColor,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Modable,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Name,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,OnlyMasterTicks,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Panel1,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Panel2,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,RadialDisplay,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,RemoveValue,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Spell,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,SpellTimer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Timer,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,Tooltip,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlSpellTimers,WarningValue,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTextFormats,AlliesFormat,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTextFormats,Damage,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTextFormats,PlayerFormat,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTextFormats,ShowOnlyAllies,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTextFormats,Sorting,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlTimerWhiteList,Character,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlXmlSubs,Ignore,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlXmlSubs,LastModified,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlXmlSubs,LastUpdated,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::LoadXmlXmlSubs,Notify,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::OpenCompanionLogs,CompanionLogs,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::OpenLog,FindZoneName,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ParseCustomSingle,attacker,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ParseCustomSingle,victim,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ParseRawLogLine,Plugin,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PluginCheckInterfaceText,IActPluginV1,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioExportAct,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioExportHtml,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioImportAct,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioImportClip,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioImportLog,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioOdbc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateIo,ioXmlFile,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,customColors,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,expandedCustomTriggerCategories,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,expandedSpellTimerCategories,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,folderActfiles,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,folderExports,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,folderLogs,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,folderMedia,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,folderPlugins,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,logFilePath,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,procMask,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,suppressCtBenchPopup,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateNewConfig,suppressStartupWizardQuestion,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opColorGraphing,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opColorMisc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opColorUserInterface,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opDataCorrectionMisc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opDataCorrectionRedirect,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opDataCorrectionRename,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opEncCulling,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opFileHTML,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opGraphing,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opImportExport,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opMainTableGen,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opMiniParse,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opMisc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opOdbc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opSelectiveParsing,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opSound,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opSoundTts,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTableAttackType,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTableCombatant,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTableDamageType,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTableEncounter,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTableZone,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opTextExports,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opWebServer,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opXmlShare,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateOptions,opXmlSubs,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateTView,AttackType,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateTView,CombatantData,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateTView,DamageTypeData,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateTView,EncounterData,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::PopulateTView,ZoneData,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::RebuildCustomTriggerTreeView,Category,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveACTSettings,Config,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveNewSettings,Config,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlAbilityRedirectFix,Ability,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlAbilityRedirectFix,Active,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlActPlugins,ActPlugins,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlActPlugins,Plugin,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,Active,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,Category,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,CustomTriggers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,Regex,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,SoundData,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,SoundType,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,Tabbed,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,Timer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlCustomTriggers,TimerName,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlOdbcHacks,ConnectionStringMatch,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlOdbcHacks,OdbcHacks,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlOdbcHacks,SqlFind,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlOdbcHacks,SqlReplace,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRecords,CharName,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRecords,EndTime,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRecords,FolderHint,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRecords,Label,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRecords,StartTime,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRenameFix,Active,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRenameFix,After,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRenameFix,Before,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlRenameFix,RenameFix,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSParseList,Name,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSParseList,Player,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSettingsSerializer,SettingsSerializer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Category,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,FillColor,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Modable,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Name,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,OnlyMasterTicks,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Panel1,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Panel2,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,RadialDisplay,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,RemoveValue,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Spell,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,SpellTimers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Timer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,Tooltip,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlSpellTimers,WarningValue,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlTextFormats,AlliesFormat,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlTextFormats,PlayerFormat,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlTextFormats,ShowOnlyAllies,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlTextFormats,Sorting,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlTimerWhiteList,Character,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlXmlSubs,Ignore,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlXmlSubs,LastModified,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlXmlSubs,LastUpdated,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SaveXmlXmlSubs,Notify,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SendToClipboard,BeforeClipboardSet,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,AttackType,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Attacker,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Average,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,AverageDelay,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Blocked,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CharDPS,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Combatant,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CritDamPerc,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CritHealPerc,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CritHeals,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CritHits,9
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CritPerc,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Critical,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,CureDispels,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,DURATION,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Damage,18
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,DamageString,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,DamageTaken,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,DamageType,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Deaths,8
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Duration,14
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,ENCDPS,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,ENCHPS,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,EncDPS,13
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,EncHPS,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,EncId,15
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,EndTime,12
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Healed,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Heals,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,HealsTaken,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Kills,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,MAXHIT,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,MaxHit,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Median,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,MinHit,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Misses,11
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,NAME,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Name,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,PowerDrain,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,PowerReplenish,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Resist,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Special,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,StartTime,12
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,SwingType,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Swings,9
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,TIMESTAMP,9
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,TOHIT,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Title,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,ToHit,7
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Victim,6
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,Zone,3
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,critheals,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,crithits,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,damage,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,damagetaken,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,deaths,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,duration,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,encdps,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,enchps,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,healed,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,heals,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,healstaken,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,kills,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,maxhit,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,misses,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,name,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,powerdrain,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,swings,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,title,2
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SetupEQ2EnglishEnvironment,tohit,4
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::StartAfterCombatActionThread,AfterActionQueueThread,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,ActPlugins,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,CustomTriggers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,RenameFix,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,SettingsSerializer,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,SpellTimers,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::SubQueryXml,SubQueryXml,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ThreadCheckFiles,ThreadCheckFiles,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ThreadHistoryImport,ThreadHistoryImport,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ValidateLists,InitACT,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ValidateTableSetup,InitACT,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,AttackType,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,CharName,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Combatant,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Critical,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Damage,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,DamageType,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Death,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Encounter,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,EndTime,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,LogLine,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Name,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Special,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,StartTime,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,SwingType,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,TimeSorter,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::XmlToEncounters,Victim,1
Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::btnRemoveTrigger_Click,Category,1
