consumer,containingMethod,literal,count
ACT.Hojoring.Updater,ACT.Hojoring.AtomicUpdater::ConfigureLogging,AtomicUpdater,1
ACT.Hojoring.Updater,ACT.Hojoring.AtomicUpdater::get_AppLogger,AtomicUpdater,1
ACT.Hojoring.Updater,Costura.AssemblyLoader::.cctor,costura,1
ACT.SpecialSpellTimer,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1
ACT.SpecialSpellTimer.Core,<>c::<CreateExpressionsCommands>b__3_1,global,1
ACT.SpecialSpellTimer.Core,<>c::<CreateExpressionsCommands>b__3_1,name,1
ACT.SpecialSpellTimer.Core,<CallRestAsync>d__173::MoveNext,DELETE,1
ACT.SpecialSpellTimer.Core,<CallRestAsync>d__173::MoveNext,GET,2
ACT.SpecialSpellTimer.Core,<CallRestAsync>d__226::MoveNext,DELETE,1
ACT.SpecialSpellTimer.Core,<CallRestAsync>d__226::MoveNext,GET,2
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Settings::.cctor,Opacity,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Settings::.cctor,RemoveWorldName,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Settings::set_Opacity,Opacity,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Settings::set_RemoveWorldName,RemoveWorldName,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.ViewModels.TriggersViewModel::SetupTreeSource,ID,3
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.ViewModels.TriggersViewModel::SetupTreeSource,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.ViewModels.TriggersViewModel::SetupTreeSource,Title,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.AddToTagView::SetupTreeSource,ID,2
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.AddToTagView::SetupTreeSource,Title,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.CopyConfigView::SetupTreeSource,ID,3
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.CopyConfigView::SetupTreeSource,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.CopyConfigView::SetupTreeSource,Title,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.InformationsView::.ctor,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TimelineAnalyzerView::<.ctor>b__0_0,Zone,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TimelineAnalyzerView::<get_CopyCommand>b__33_0,Log,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TimelineManagerView::.ctor,Start,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TimelineManagerView::<.ctor>b__2_2,Start,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TimelineManagerView::<get_StartTimelineCommand>b__37_0,Start,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TriggerTesterView::set_LogLine,LogLine,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Config.Views.TriggerTesterView::set_ZoneID,ZoneID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.LogBuffer::IsDefeated,player,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Spell::set_ID,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.SpellPanel::SetupChildrenSource,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.SpellPanel::set_Height,Height,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.SpellPanel::set_ID,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.SpellPanel::set_Width,Width,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.TableCompiler::GetPlaceholders,id,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.TableCompiler::GetPlaceholders,job,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Tag::SetupChildrenSource,ItemType,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Tag::set_ID,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Tag::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Ticker::set_ID,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.Ticker::set_Title,Title,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Models.TriggerExtensions::.cctor,ID,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::.cctor,Attack,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::SaveToSpreadsheet,resources,2
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreEffectLog,duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreEffectLog,effect,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreEffectLog,victim,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreLog,UNKNOWN,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreMarkerLog,id,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreNewwork,id,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.CombatAnalyzer::StoreNewwork,victim,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.ISynchronizableEx::InitRegex,name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.LogTypesExtensions::ToText,Ability,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.LogTypesExtensions::ToText,Action,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.LogTypesExtensions::ToText,Effect,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.LogTypesExtensions::ToText,Marker,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.LogTypesExtensions::ToText,UNKNOWN,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineActivityModel::Execute,duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineActivityModel::set_Opacity,Opacity,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineActivityModel::set_TimeText,TimeText,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineBase::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineCombatantModel::set_Action,Action,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineCombatantModel::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineDumpModel::set_Log,Log,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineElementTypesEx::ToText,combatant,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineExpressionsColumnJsonModel::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineExpressionsModel::.cctor,EVAL,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineHPSyncModel::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineImageNoticeModel::<.ctor>b__5_0,Duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineImageNoticeModel::set_Duration,Duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineImageNoticeModel::set_Timestamp,Timestamp,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::GetSuperDefaultValues,Duration,2
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::GetSuperDefaultValues,Order,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::set_Description,Description,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::set_Entry,Entry,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::set_SubName,SubName,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineModel::set_Zone,Zone,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineSettings::set_Height,Height,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineSettings::set_OverlayOpacity,OverlayOpacity,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineSettings::set_Width,Width,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineStatusEx::ToText,Error,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineStyle::set_Name,Name,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineTriggerModel::Execute,duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineVisualNoticeModel::set_Duration,Duration,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineVisualNoticeModel::set_Order,Order,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.TimelineVisualNoticeModel::set_Timestamp,Timestamp,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.Views.TimelineNoticeOverlay::SetupNoticesSource,Order,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.RaidTimeline.Views.TimelineNoticeOverlay::SetupNoticesSource,Timestamp,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.Sound.TTSDictionary::get_ResourcesDirectory,resources,2
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.SpellsController::NotifyNormalSpellTimer,attacker,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.SpellsController::NotifyNormalSpellTimer,victim,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.SpellsController::NotifyNormalSpellTimerForTelop,attacker,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.SpellsController::NotifyNormalSpellTimerForTelop,victim,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.TextCommandController::MatchCommandCore,clear,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.TextCommandController::MatchCommandCore,refresh,1
ACT.SpecialSpellTimer.Core,ACT.SpecialSpellTimer.TextCommandController::MatchLogCommand,flush,1
ACT.SpecialSpellTimer.Core,PCPhonetic::set_ID,ID,1
ACT.SpecialSpellTimer.Core,PCPhonetic::set_JobID,JobID,1
ACT.SpecialSpellTimer.Core,PCPhonetic::set_Name,Name,1
ACT.SpecialSpellTimer.Core,TestLog::set_Log,Log,2
ACT.SpecialSpellTimer.Core,TestLog::set_Time,TimeText,2
ACT.SpecialSpellTimer.Core,TestLog::set_Timestamp,Timestamp,2
ACT.SpecialSpellTimer.RazorModel,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1
ACT.SpecialSpellTimer.RazorModel,ACT.SpecialSpellTimer.RazorModel.TimelineColumn::set_Name,Name,1
ACT.SpecialSpellTimer.RazorModel,ACT.SpecialSpellTimer.RazorModel.TimelineTable::set_Name,Name,1
ACT.SpecialSpellTimer.RazorModel,ACT.SpecialSpellTimer.RazorModel.TimelineVariable::set_Name,Name,1
ACT.SpecialSpellTimer.RazorModel,ACT.SpecialSpellTimer.RazorModel.TimelineVariable::set_Zone,Zone,1
ACT.TTSYukkuri,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1
ACT.TTSYukkuri,Costura.AssemblyLoader::Attach,Costura,1
ACT.TTSYukkuri,Costura.AssemblyLoader::PreloadUnmanagedLibraries,Costura,1
ACT.TTSYukkuri.Core,<SpeakCore>d__25::MoveNext,clear,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.AlertTarget::set_Category,Category,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.GoogleCloudTextToSpeechConfig::set_Name,Name,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.HOYAConfig::ToString,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.HOYAConfig::set_Volume,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.OpenJTalkConfig::ToString,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.OpenJTalkConfig::set_Volume,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.PollyConfigs::ToString,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.PollyConfigs::set_Region,Region,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.PollyConfigs::set_Volume,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.SAPI5Configs::ToString,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.SAPI5Configs::set_Volume,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.SasaraComponent::set_Id,Id,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.SasaraComponent::set_Name,Name,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.Settings::set_Player,Player,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.Settings::set_TTS,TTS,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.VoiceroidProcess::set_Id,Id,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.VoiceroidProcess::set_Name,Name,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.YukkuriConfig::LoadPreset,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.YukkuriConfig::ToString,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Config.YukkuriConfig::set_Volume,Volume,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Discord.Models.DiscordNetModel::<AppendLogLine>b__9_0,Log,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Discord.Models.DiscordNetModel::ProcessIpcMessage,error,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.Discord.Models.DiscordNetModel::ProcessIpcMessage,log,1
ACT.TTSYukkuri.Core,ACT.TTSYukkuri.PluginCore::SpeakTTS,tts,1
ACT.UltraScouter,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1
ACT.UltraScouter,Costura.AssemblyLoader::Attach,Costura,1
ACT.UltraScouter,Costura.AssemblyLoader::PreloadUnmanagedLibraries,Costura,1
ACT.UltraScouter.Core,<>c::<UpdateTargets>b__15_0,typeid,1
ACT.UltraScouter.Core,<GetParseAsync>d__110::MoveNext,ERROR,1
ACT.UltraScouter.Core,ACT.UltraScouter.Common.TTSDictionary::get_ResourcesDirectory,resources,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.ColorSet::set_Fill,FillColor,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.ColorSet::set_ID,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.JobAvailablity::set_Job,Job,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.MobList::get_ResourcesDirectory,resources,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.MyMarker::set_MarkerType,MarkerType,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.ProgressBar::set_Height,Height,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.ProgressBar::set_Width,Width,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.ProgressBarColorRange::set_ID,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.Settings::.cctor,Enmity,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.Settings::.cctor,Opacity,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.Settings::.cctor,TargetName,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.Settings::set_Opacity,Opacity,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.TacticalItem::set_TTS,TTS,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.TacticalItem::set_TargetName,TargetName,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.CombatantsViewModel::.ctor,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.CombatantsViewModel::.ctor,Order,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.ConfigViewModel::<InitializeMenuTreeViewItems>g__createTargetSubset|4_0,Action,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.ConfigViewModel::<InitializeMenuTreeViewItems>g__createTargetSubset|4_0,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.ConfigViewModel::InitializeMenuTreeViewItems,Action,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.ConfigViewModel::InitializeMenuTreeViewItems,Combatants,1
ACT.UltraScouter.Core,ACT.UltraScouter.Config.UI.ViewModels.ConfigViewModel::InitializeMenuTreeViewItems,Enmity,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.EnemyHPListModel::InitCollectionViewSource,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.EnemyHPModel::set_CurrentHP,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.EnemyHPModel::set_ID,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.EnemyHPModel::set_MaxHP,MaxHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.EnemyHPModel::set_Name,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_Enmity,Enmity,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_HateRate,HateRate,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_ID,ID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_IsMe,IsMe,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_IsPet,IsPet,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_JobID,JobID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.Enmity.EnmityModel::set_Name,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::<.ctor>b__3_0,Category,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::AddRangeParse,Category,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::CreateDataKey,Unknown,3
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::set_Job,Job,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::set_Region,Region,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.ParseTotalModel::set_Timestamp,Timestamp,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.FFLogs.StatisticsDatabase::get_RankingDatabaseMasterFileName,resources,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MeInfoModel::set_CurrentMP,CurrentMP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MeInfoModel::set_InCombat,InCombat,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MeInfoModel::set_JobID,JobID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MeInfoModel::set_MaxMP,MaxMP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MobInfo::set_Combatant,Combatant,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MobInfo::set_Name,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MyStatusModel::Update,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MyStatusModel::Update,CurrentMP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MyStatusModel::UpdateDesignData,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.MyStatusModel::UpdateDesignData,CurrentMP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TacticalTarget::RaiseUpdateInfo,Heading,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TacticalTarget::UpdateTargetInfo,typeid,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TacticalTarget::set_Name,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TacticalTarget::set_Order,Order,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_CastDurationCurrent,CastDurationCurrent,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_CastDurationMax,CastDurationMax,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_CurrentHP,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_IsCasting,IsCasting,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_Job,Job,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_MaxHP,MaxHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_Name,Name,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_WorldID,WorldID,1
ACT.UltraScouter.Core,ACT.UltraScouter.Models.TargetInfoModel::set_WorldName,WorldName,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.ActionViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.ActionViewModel::PlaySound,UNKNOWN,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.DistanceViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.EnemyHPViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.EnmityViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.FFLogsViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::Model_PropertyChanged,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::Model_PropertyChanged,MaxHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::Model_PropertyChanged,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::Model_PropertyChanged,MaxHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyHPViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyHPViewModel::get_ValuePropertyName,CurrentHP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyMPViewModel::get_ValuePropertyName,CurrentMP,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.NameViewModel::.ctor,Config,1
ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.TacticalRadarViewModel::Initialize,Order,1
ACT.UltraScouter.Core,ACT.UltraScouter.Views.MyMarkerView::<.ctor>b__0_3,MarkerType,1
ACT.XIVLog,<>c__DisplayClass36_0::<SendToggleRecording>b__0,eventType,1
ACT.XIVLog,<InitializePlugin>d__7::MoveNext,XIVLog,1
ACT.XIVLog,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1
ACT.XIVLog,ACT.XIVLog.VideoCapture::DetectCapture,content,1
ACT.XIVLog,ACT.XIVLog.XIVLog::RefreshPCNameDictionary,Unknown,1
ACT_DiscordTriggers.Core,<DownloadToFileAsync>d__4::MoveNext,unknown,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.LogLevels::ParseWire,Error,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.PipeClient::DispatchJsonFrame,Log,2
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.PipeClient::DispatchJsonFrame,level,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Protocol.LogNotification::.ctor,Log,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Protocol.ShutdownRequest::.ctor,Shutdown,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::Import,Name,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::Import,SettingsSerializer,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::IsLegacy,Config,1
ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::IsLegacy,SettingsSerializer,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__193,name,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__194,NAME,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__195,duration,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__196,DURATION,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__197,damage,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__212,encdps,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__214,ENCDPS,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__219,crithits,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__22,title,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__222,misses,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__224,swings,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__225,tohit,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__226,TOHIT,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__227,maxhit,1
Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__228,MAXHIT,1
