id,class,consumer,site,detail,count,disposition
D0452,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::.ctor,Config,1,UNREVIEWED
D0453,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::Model_PropertyChanged,CurrentHP,1,UNREVIEWED
D0454,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPBarViewModel::Model_PropertyChanged,MaxHP,1,UNREVIEWED
D0455,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::.ctor,Config,1,UNREVIEWED
D0456,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::Model_PropertyChanged,CurrentHP,1,UNREVIEWED
D0457,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.HPViewModel::Model_PropertyChanged,MaxHP,1,UNREVIEWED
D0458,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyHPViewModel::.ctor,Config,1,UNREVIEWED
D0459,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyHPViewModel::get_ValuePropertyName,CurrentHP,1,UNREVIEWED
D0460,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.MyMPViewModel::get_ValuePropertyName,CurrentMP,1,UNREVIEWED
D0461,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.NameViewModel::.ctor,Config,1,UNREVIEWED
D0462,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.ViewModels.TacticalRadarViewModel::Initialize,Order,1,UNREVIEWED
D0463,dynamic-string,ACT.UltraScouter.Core,ACT.UltraScouter.Views.MyMarkerView::<.ctor>b__0_3,MarkerType,1,UNREVIEWED
D0464,dynamic-string,ACT.XIVLog,<>c__DisplayClass36_0::<SendToggleRecording>b__0,eventType,1,UNREVIEWED
D0465,dynamic-string,ACT.XIVLog,<InitializePlugin>d__7::MoveNext,XIVLog,1,UNREVIEWED
D0466,dynamic-string,ACT.XIVLog,ACT.Hojoring.Shared.AssemblyResolver::ShowConflictWarning,Warning,1,UNREVIEWED
D0467,dynamic-string,ACT.XIVLog,ACT.XIVLog.VideoCapture::DetectCapture,content,1,UNREVIEWED
D0468,dynamic-string,ACT.XIVLog,ACT.XIVLog.XIVLog::RefreshPCNameDictionary,Unknown,1,UNREVIEWED
D0469,dynamic-string,ACT_DiscordTriggers.Core,<DownloadToFileAsync>d__4::MoveNext,unknown,1,UNREVIEWED
D0470,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.LogLevels::ParseWire,Error,1,UNREVIEWED
D0471,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.PipeClient::DispatchJsonFrame,Log,2,UNREVIEWED
D0472,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Ipc.PipeClient::DispatchJsonFrame,level,1,UNREVIEWED
D0473,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Protocol.LogNotification::.ctor,Log,1,UNREVIEWED
D0474,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Protocol.ShutdownRequest::.ctor,Shutdown,1,UNREVIEWED
D0475,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::Import,Name,1,UNREVIEWED
D0476,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::Import,SettingsSerializer,1,UNREVIEWED
D0477,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::IsLegacy,Config,1,UNREVIEWED
D0478,dynamic-string,ACT_DiscordTriggers.Core,ACT_DiscordTriggers.Core.Settings.LegacyConfigImporter::IsLegacy,SettingsSerializer,1,UNREVIEWED
D0479,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__193,name,1,UNREVIEWED
D0480,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__194,NAME,1,UNREVIEWED
D0481,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__195,duration,1,UNREVIEWED
D0482,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__196,DURATION,1,UNREVIEWED
D0483,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__197,damage,1,UNREVIEWED
D0484,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__212,encdps,1,UNREVIEWED
D0485,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__214,ENCDPS,1,UNREVIEWED
D0486,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__219,crithits,1,UNREVIEWED
D0487,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__22,title,1,UNREVIEWED
D0488,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__222,misses,1,UNREVIEWED
D0489,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__224,swings,1,UNREVIEWED
D0490,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__225,tohit,1,UNREVIEWED
D0491,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__226,TOHIT,1,UNREVIEWED
D0492,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__227,maxhit,1,UNREVIEWED
D0493,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__228,MAXHIT,1,UNREVIEWED
D0494,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__23,duration,1,UNREVIEWED
D0495,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__231,healed,1,UNREVIEWED
D0496,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__233,enchps,1,UNREVIEWED
D0497,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__235,ENCHPS,1,UNREVIEWED
D0498,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__239,critheals,1,UNREVIEWED
D0499,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__24,DURATION,1,UNREVIEWED
D0500,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__241,heals,1,UNREVIEWED
D0501,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__25,damage,1,UNREVIEWED
D0502,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__251,damagetaken,1,UNREVIEWED
D0503,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__253,healstaken,1,UNREVIEWED
D0504,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__255,powerdrain,1,UNREVIEWED
D0505,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__259,kills,1,UNREVIEWED
D0506,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__260,deaths,1,UNREVIEWED
D0507,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__38,encdps,1,UNREVIEWED
D0508,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__40,ENCDPS,1,UNREVIEWED
D0509,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__45,crithits,1,UNREVIEWED
D0510,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__47,misses,1,UNREVIEWED
D0511,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__49,swings,1,UNREVIEWED
D0512,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__50,tohit,1,UNREVIEWED
D0513,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__51,TOHIT,1,UNREVIEWED
D0514,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__52,maxhit,1,UNREVIEWED
D0515,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__53,MAXHIT,1,UNREVIEWED
D0516,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__56,healed,1,UNREVIEWED
D0517,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__57,enchps,1,UNREVIEWED
D0518,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__59,ENCHPS,1,UNREVIEWED
D0519,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__63,heals,1,UNREVIEWED
D0520,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__64,critheals,1,UNREVIEWED
D0521,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__75,damagetaken,1,UNREVIEWED
D0522,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__77,healstaken,1,UNREVIEWED
D0523,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__79,powerdrain,1,UNREVIEWED
D0524,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__83,kills,1,UNREVIEWED
D0525,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass2_0::<SetupEQ2EnglishEnvironment>b__84,deaths,1,UNREVIEWED
D0526,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass869_1::<PluginDownload>b__0,filename,1,UNREVIEWED
D0527,dynamic-string,Advanced Combat Tracker,<>c__DisplayClass870_1::<PluginDownloadMem>b__0,filename,1,UNREVIEWED
D0528,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Block,1,UNREVIEWED
D0529,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Death,1,UNREVIEWED
D0530,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ERROR,1,UNREVIEWED
D0531,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,EncHPS,1,UNREVIEWED
D0532,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Encounter,1,UNREVIEWED
D0533,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Ignore,1,UNREVIEWED
D0534,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Increase,1,UNREVIEWED
D0535,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Melee,1,UNREVIEWED
D0536,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Parry,1,UNREVIEWED
D0537,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Resist,1,UNREVIEWED
D0538,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Save,1,UNREVIEWED
D0539,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,Swings,1,UNREVIEWED
D0540,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,TTS,1,UNREVIEWED
D0541,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioExportAct,1,UNREVIEWED
D0542,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioExportHtml,1,UNREVIEWED
D0543,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioImportAct,1,UNREVIEWED
D0544,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioImportClip,1,UNREVIEWED
D0545,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioImportLog,1,UNREVIEWED
D0546,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioOdbc,1,UNREVIEWED
D0547,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,ioXmlFile,1,UNREVIEWED
D0548,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,melee,1,UNREVIEWED
D0549,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opColorGraphing,1,UNREVIEWED
D0550,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opColorMisc,1,UNREVIEWED
D0551,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opColorUserInterface,1,UNREVIEWED
D0552,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opDataCorrectionMisc,1,UNREVIEWED
D0553,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opDataCorrectionRedirect,1,UNREVIEWED
D0554,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opDataCorrectionRename,1,UNREVIEWED
D0555,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opEncCulling,1,UNREVIEWED
D0556,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opFileHTML,1,UNREVIEWED
D0557,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opGraphing,1,UNREVIEWED
D0558,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opImportExport,1,UNREVIEWED
D0559,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opMainTableGen,1,UNREVIEWED
D0560,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opMiniParse,1,UNREVIEWED
D0561,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opMisc,1,UNREVIEWED
D0562,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opOdbc,1,UNREVIEWED
D0563,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opSelectiveParsing,1,UNREVIEWED
D0564,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opSound,1,UNREVIEWED
D0565,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opSoundTts,1,UNREVIEWED
D0566,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTableAttackType,1,UNREVIEWED
D0567,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTableCombatant,1,UNREVIEWED
D0568,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTableDamageType,1,UNREVIEWED
D0569,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTableEncounter,1,UNREVIEWED
D0570,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTableZone,1,UNREVIEWED
D0571,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opTextExports,1,UNREVIEWED
D0572,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opWebServer,1,UNREVIEWED
D0573,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opXmlShare,1,UNREVIEWED
D0574,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,opXmlSubs,1,UNREVIEWED
D0575,dynamic-string,Advanced Combat Tracker,ActLocalization::AddPrebuild,unknown,1,UNREVIEWED
D0576,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Damage,1,UNREVIEWED
D0577,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Deaths,1,UNREVIEWED
D0578,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Duration,1,UNREVIEWED
D0579,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Error,1,UNREVIEWED
D0580,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Healed,1,UNREVIEWED
D0581,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Misses,1,UNREVIEWED
D0582,dynamic-string,Advanced Combat Tracker,ActLocalization::Init,Name,1,UNREVIEWED
D0583,dynamic-string,Advanced Combat Tracker,ActWebConnection::ProcessRequest,GET,1,UNREVIEWED
D0584,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActGlobals::.cctor,Damage,2,UNREVIEWED
D0585,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActGlobals::.cctor,EncDPS,2,UNREVIEWED
D0586,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormActMain,2,UNREVIEWED
D0587,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormAlliesEdit,2,UNREVIEWED
D0588,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormByCombatantLookup,2,UNREVIEWED
D0589,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormCombatantSearch,2,UNREVIEWED
D0590,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormCustomTriggerBenchmark,2,UNREVIEWED
D0591,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormEncounterLogs,2,UNREVIEWED
D0592,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormEncounterVcr,2,UNREVIEWED
D0593,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormExportFormat,2,UNREVIEWED
D0594,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormImportProgress,2,UNREVIEWED
D0595,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormMiniParse,2,UNREVIEWED
D0596,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormPerformanceWizard,2,UNREVIEWED
D0597,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormResistsDeathReport,2,UNREVIEWED
D0598,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormSpellRecastCalc,2,UNREVIEWED
D0599,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormSpellTimers,2,UNREVIEWED
D0600,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormSpellTimersPanel,1,UNREVIEWED
D0601,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormSqlQuery,2,UNREVIEWED
D0602,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormStartupWizard,2,UNREVIEWED
D0603,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormTimeLine,2,UNREVIEWED
D0604,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormUpdater,2,UNREVIEWED
D0605,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::.ctor,FormXmlSettingsIO,2,UNREVIEWED
D0606,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::InitializeComponent,ActLoader,1,UNREVIEWED
D0607,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::InitializeComponent,lblLoading,1,UNREVIEWED
D0608,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::InitializeComponent,progressBar1,1,UNREVIEWED
D0609,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ActLoader::timer1_Tick,ActLoader,2,UNREVIEWED
D0610,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CheckboxPopup::InitializeComponent,CheckboxPopup,1,UNREVIEWED
D0611,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ColorControl::InitializeComponent,ColorControl,1,UNREVIEWED
D0612,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ColorControl::InitializeComponent,lblText,1,UNREVIEWED
D0613,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.ColorControl::InitializeComponent,pbForeColor,1,UNREVIEWED
D0614,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CombatantData::ModAlly,UNKNOWN,1,UNREVIEWED
D0615,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CombatantData::ModAlly,Unknown,1,UNREVIEWED
D0616,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,CustomTriggerTab,1,UNREVIEWED
D0617,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnClear,1,UNREVIEWED
D0618,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnCopyAll,1,UNREVIEWED
D0619,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnCopySearch,1,UNREVIEWED
D0620,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnCopySelection,1,UNREVIEWED
D0621,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnFindNext,1,UNREVIEWED
D0622,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnFindPrev,1,UNREVIEWED
D0623,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnSearchRegex,1,UNREVIEWED
D0624,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,btnSearchText,1,UNREVIEWED
D0625,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,gbSearchBox,1,UNREVIEWED
D0626,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,groupBox2,1,UNREVIEWED
D0627,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,lvLoglines,1,UNREVIEWED
D0628,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.CustomTriggerTab::InitializeComponent,tbSearch,1,UNREVIEWED
D0629,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.EncounterData::GetEncounterSuccessLevel,Unknown,1,UNREVIEWED
D0630,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,FontColorControl,1,UNREVIEWED
D0631,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,btnFontDisplay,1,UNREVIEWED
D0632,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,lblBackColor,1,UNREVIEWED
D0633,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,lblForeColor,1,UNREVIEWED
D0634,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,lblText,1,UNREVIEWED
D0635,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,pbBackColor,1,UNREVIEWED
D0636,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FontColorControl::InitializeComponent,pbForeColor,1,UNREVIEWED
D0637,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::.ctor,EncDPS,2,UNREVIEWED
D0638,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ActCommands,clear,1,UNREVIEWED
D0639,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::ActCommands,end,1,UNREVIEWED
D0640,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,attacker,1,UNREVIEWED
D0641,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,attacktype,1,UNREVIEWED
D0642,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,critical,1,UNREVIEWED
D0643,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,damage,1,UNREVIEWED
D0644,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,damagetype,1,UNREVIEWED
D0645,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::AddCombatAction,special,1,UNREVIEWED
D0646,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,DURATION,1,UNREVIEWED
D0647,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,ENCDPS,1,UNREVIEWED
D0648,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,ENCHPS,1,UNREVIEWED
D0649,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,ERROR,1,UNREVIEWED
D0650,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,MAXHIT,1,UNREVIEWED
D0651,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,NAME,1,UNREVIEWED
D0652,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,TOHIT,1,UNREVIEWED
D0653,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,critheals,1,UNREVIEWED
D0654,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,crithits,1,UNREVIEWED
D0655,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,damage,1,UNREVIEWED
D0656,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,damagetaken,1,UNREVIEWED
D0657,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,deaths,1,UNREVIEWED
D0658,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,duration,1,UNREVIEWED
D0659,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormActMain::CombatantFormatSwitch,encdps,1,UNREVIEWED
