id,class,consumer,site,detail,count,disposition
D1661,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::InitializeComponent,tvSpells,1,UNREVIEWED
D1662,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::NotifySpell,attacker,2,UNREVIEWED
D1663,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::NotifySpell,right,2,UNREVIEWED
D1664,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::NotifySpell,victim,2,UNREVIEWED
D1665,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::RebuildSpellTreeView,Category,1,UNREVIEWED
D1666,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::SearchSpellTreeView,Category,1,UNREVIEWED
D1667,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::TimerSound,tts,2,UNREVIEWED
D1668,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::btnPlayStartWav_Click,tts,1,UNREVIEWED
D1669,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::btnPlayWarningWav_Click,tts,1,UNREVIEWED
D1670,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::btnRemove_Click,Category,1,UNREVIEWED
D1671,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::cmWAV1_ItemClicked,tts,1,UNREVIEWED
D1672,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::cmWAV2_ItemClicked,tts,1,UNREVIEWED
D1673,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::tmrHalfSec_Tick,right,2,UNREVIEWED
D1674,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimers::tvSpells_AfterCheck,Category,1,UNREVIEWED
D1675,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimersPanel::ExportControlTextXML,FormSpellTimersPanel,1,UNREVIEWED
D1676,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimersPanel::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1677,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimersPanel::InitializeComponent,FormSpellTimersPanel,1,UNREVIEWED
D1678,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSpellTimersPanel::InitializeComponent,pDpiSize,1,UNREVIEWED
D1679,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::ExportControlTextXML,FormSqlQuery,1,UNREVIEWED
D1680,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1681,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,FormSqlQuery,2,UNREVIEWED
D1682,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,Healing,1,UNREVIEWED
D1683,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,attacker,4,UNREVIEWED
D1684,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,attacktype,2,UNREVIEWED
D1685,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,average,4,UNREVIEWED
D1686,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,averagedelay,4,UNREVIEWED
D1687,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,blocked,6,UNREVIEWED
D1688,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,btnClearText,1,UNREVIEWED
D1689,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,btnNonQuery,1,UNREVIEWED
D1690,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,btnQuery,1,UNREVIEWED
D1691,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,cmsSqlCommand,1,UNREVIEWED
D1692,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,combatant,2,UNREVIEWED
D1693,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,critheals,2,UNREVIEWED
D1694,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,crithits,6,UNREVIEWED
D1695,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,critical,2,UNREVIEWED
D1696,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,damage,10,UNREVIEWED
D1697,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,damagestring,2,UNREVIEWED
D1698,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,damagetaken,2,UNREVIEWED
D1699,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,damagetype,2,UNREVIEWED
D1700,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,deaths,2,UNREVIEWED
D1701,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,duration,8,UNREVIEWED
D1702,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,encdps,4,UNREVIEWED
D1703,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,enchps,2,UNREVIEWED
D1704,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,encid,10,UNREVIEWED
D1705,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,endtime,8,UNREVIEWED
D1706,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,healed,2,UNREVIEWED
D1707,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,heals,2,UNREVIEWED
D1708,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,healstaken,2,UNREVIEWED
D1709,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,kills,2,UNREVIEWED
D1710,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,maxhit,4,UNREVIEWED
D1711,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,median,4,UNREVIEWED
D1712,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,minhit,4,UNREVIEWED
D1713,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,misses,6,UNREVIEWED
D1714,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,name,2,UNREVIEWED
D1715,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,panel1,1,UNREVIEWED
D1716,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,powerdrain,2,UNREVIEWED
D1717,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,resist,2,UNREVIEWED
D1718,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,rtbMessages,1,UNREVIEWED
D1719,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,rtbSql,1,UNREVIEWED
D1720,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,starttime,8,UNREVIEWED
D1721,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,swings,6,UNREVIEWED
D1722,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,swingtype,4,UNREVIEWED
D1723,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,title,2,UNREVIEWED
D1724,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,tohit,6,UNREVIEWED
D1725,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,tvSQL,1,UNREVIEWED
D1726,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,victim,4,UNREVIEWED
D1727,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormSqlQuery::InitializeComponent,zone,2,UNREVIEWED
D1728,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::ExportControlTextXML,FormStartupWizard,1,UNREVIEWED
D1729,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::FindLogFile,PowerDrain,2,UNREVIEWED
D1730,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1731,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,FormStartupWizard,1,UNREVIEWED
D1732,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,Start,1,UNREVIEWED
D1733,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnApplyDark,1,UNREVIEWED
D1734,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnApplyDark2,1,UNREVIEWED
D1735,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnBack,1,UNREVIEWED
D1736,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnClose,1,UNREVIEWED
D1737,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnNext,1,UNREVIEWED
D1738,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnResetColors,1,UNREVIEWED
D1739,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,btnUsePlugin,1,UNREVIEWED
D1740,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,cbAutoLogSwitch,1,UNREVIEWED
D1741,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,cbAutoVerCheck,1,UNREVIEWED
D1742,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,ddlPluginListing,1,UNREVIEWED
D1743,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label1,1,UNREVIEWED
D1744,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label2,1,UNREVIEWED
D1745,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label3,1,UNREVIEWED
D1746,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label4,1,UNREVIEWED
D1747,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label5,1,UNREVIEWED
D1748,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label6,1,UNREVIEWED
D1749,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label7,1,UNREVIEWED
D1750,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label8,1,UNREVIEWED
D1751,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,label9,1,UNREVIEWED
D1752,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,lblLogsStatus,1,UNREVIEWED
D1753,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,lblPluginName,1,UNREVIEWED
D1754,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,lblRecentLog,1,UNREVIEWED
D1755,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,lblRegistryStatus,1,UNREVIEWED
D1756,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,nudLogSplitSize,1,UNREVIEWED
D1757,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,progressBar1,1,UNREVIEWED
D1758,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabControl1,1,UNREVIEWED
D1759,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabPage1,1,UNREVIEWED
D1760,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabPage2,1,UNREVIEWED
D1761,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabPage3,1,UNREVIEWED
D1762,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabPage4,1,UNREVIEWED
D1763,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,tabPage5,1,UNREVIEWED
D1764,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::InitializeComponent,webBrowser1,1,UNREVIEWED
D1765,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormStartupWizard::ddlPluginListing_SelectedIndexChanged,ddlPluginListing_SelectedIndexChanged,1,UNREVIEWED
D1766,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::ExportControlTextXML,FormTimeLine,1,UNREVIEWED
D1767,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1768,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,FormTimeLine,1,UNREVIEWED
D1769,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,btnApplyRecalc,1,UNREVIEWED
D1770,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,btnCheckAll,1,UNREVIEWED
D1771,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,btnInvertChecked,1,UNREVIEWED
D1772,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,btnZoomIn,1,UNREVIEWED
D1773,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,btnZoomOut,1,UNREVIEWED
D1774,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbAllowRedraw,1,UNREVIEWED
D1775,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbGlobalMaxLimit,1,UNREVIEWED
D1776,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbTLIncomingDamage,1,UNREVIEWED
D1777,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbTLIncomingHealing,1,UNREVIEWED
D1778,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbTLOutDamage,1,UNREVIEWED
D1779,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbTLOutgoingHealing,1,UNREVIEWED
D1780,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,cbTLRollingAvg,1,UNREVIEWED
D1781,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,ddlTLGrouping,1,UNREVIEWED
D1782,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,groupBox,1,UNREVIEWED
D1783,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,label1,1,UNREVIEWED
D1784,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,label2,1,UNREVIEWED
D1785,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,lvVisibleCombatants,1,UNREVIEWED
D1786,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,nudTLSampleSize,1,UNREVIEWED
D1787,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,pDpiSize,1,UNREVIEWED
D1788,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormTimeLine::InitializeComponent,panel1,1,UNREVIEWED
D1789,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::ExportControlTextXML,FormUpdater,1,UNREVIEWED
D1790,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1791,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,FormUpdater,1,UNREVIEWED
D1792,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,Update,1,UNREVIEWED
D1793,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,btnCancel,1,UNREVIEWED
D1794,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,btnDownload,1,UNREVIEWED
D1795,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,btnUpdate,1,UNREVIEWED
D1796,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,label1,1,UNREVIEWED
D1797,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,label2,1,UNREVIEWED
D1798,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,lblThisVer,1,UNREVIEWED
D1799,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,lblUpdateStatus,1,UNREVIEWED
D1800,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,lblWebVer,1,UNREVIEWED
D1801,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormUpdater::InitializeComponent,webBrowser1,1,UNREVIEWED
D1802,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::ExportControlTextXML,FormXmlSettingsIO,1,UNREVIEWED
D1803,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::ImportControlTextXML,ImportControlTextXML,1,UNREVIEWED
D1804,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,FormXmlSettingsIO,1,UNREVIEWED
D1805,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,btnCancel,1,UNREVIEWED
D1806,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,btnSave,1,UNREVIEWED
D1807,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbColorsGraphing,1,UNREVIEWED
D1808,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbColorsMain,1,UNREVIEWED
D1809,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbColorsMisc,1,UNREVIEWED
D1810,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbCustomTriggers,1,UNREVIEWED
D1811,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbDataCorrectAbility,1,UNREVIEWED
D1812,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbDataCorrectMisc,1,UNREVIEWED
D1813,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbDataCorrectRename,1,UNREVIEWED
D1814,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbEncCulling,1,UNREVIEWED
D1815,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbFormSizes,1,UNREVIEWED
D1816,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbMisc,1,UNREVIEWED
D1817,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputGraphing,1,UNREVIEWED
D1818,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputHtml,1,UNREVIEWED
D1819,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputMini,1,UNREVIEWED
D1820,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputOdbc,1,UNREVIEWED
D1821,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputText,1,UNREVIEWED
D1822,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbOutputWebServer,1,UNREVIEWED
D1823,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbPerfWizard,1,UNREVIEWED
D1824,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbSelectiveParsing,1,UNREVIEWED
D1825,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbSoundSettings,1,UNREVIEWED
D1826,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbSpellTimers,1,UNREVIEWED
D1827,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbSpellTimersEnabled,1,UNREVIEWED
D1828,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbSpellTimersSound,1,UNREVIEWED
D1829,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableAt,1,UNREVIEWED
D1830,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableCd,1,UNREVIEWED
D1831,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableDt,1,UNREVIEWED
D1832,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableEnc,1,UNREVIEWED
D1833,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableGeneral,1,UNREVIEWED
D1834,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbTableZone,1,UNREVIEWED
D1835,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbXmlSnippets,1,UNREVIEWED
D1836,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,cbXmlSubs,1,UNREVIEWED
D1837,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,checkBox17,1,UNREVIEWED
D1838,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,checkBox24,1,UNREVIEWED
D1839,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,checkBox32,1,UNREVIEWED
D1840,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,checkBox5,1,UNREVIEWED
D1841,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,checkBox9,1,UNREVIEWED
D1842,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,groupBox1,1,UNREVIEWED
D1843,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,groupBox2,1,UNREVIEWED
D1844,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,label1,1,UNREVIEWED
D1845,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::InitializeComponent,linkLabelAppData,1,UNREVIEWED
D1846,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::SaveXmlSettingsExport,Config,1,UNREVIEWED
D1847,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::SaveXmlSettingsExport,SettingsSerializer,1,UNREVIEWED
D1848,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.FormXmlSettingsIO::SaveXmlSettingsExport,procMask,1,UNREVIEWED
D1849,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.IO_ExportAct::InitializeComponent,IO_ExportAct,1,UNREVIEWED
D1850,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.IO_ExportAct::InitializeComponent,btnExportAct,1,UNREVIEWED
D1851,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.IO_ExportAct::InitializeComponent,cbExportLogText,1,UNREVIEWED
D1852,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.IO_ExportAct::InitializeComponent,groupBox1,1,UNREVIEWED
