consumer,consumerCat,kind,providerAssembly,providerCat,type,member,count,intraSuite
CactbotEventSource,cactbot,Method,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.EventSourceBase,set_Name,1,False
CactbotEventSource,cactbot,Type,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.MinimalApi,,1,False
CactbotEventSource,cactbot,Method,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.MinimalApi,AttachTo,1,False
CactbotEventSource,cactbot,Type,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.OverlayConfigBase,,1,False
CactbotEventSource,cactbot,Method,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.OverlayConfigBase,get_Disabled,1,False
CactbotEventSource,cactbot,Type,OverlayPlugin.Core,OverlayPlugin,RainbowMage.OverlayPlugin.Overlays.MiniParseOverlayConfig,,1,False
CactbotEventSource,cactbot,Type,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.Updater,,1,False
CactbotEventSource,cactbot,Method,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.Updater,RunAutoUpdater,1,False
CactbotEventSource,cactbot,Type,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,,1,False
CactbotEventSource,cactbot,Method,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,.ctor,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,actPluginId,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,checkInterval,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,currentVersion,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,downloadUrl,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,lastCheck,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,pluginDirectory,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,project,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,repo,1,False
CactbotEventSource,cactbot,Field,OverlayPlugin.Updater,OverlayPlugin,RainbowMage.OverlayPlugin.Updater.UpdaterOptions,strippedDirs,1,False
CactbotOverlay,cactbot,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,,1,False
CactbotOverlay,cactbot,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormActMain,1,False
CactbotOverlay,cactbot,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,,1,False
CactbotOverlay,cactbot,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginFile,1,False
CactbotOverlay,cactbot,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginObj,1,False
CactbotOverlay,cactbot,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,,1,False
CactbotOverlay,cactbot,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_ActPlugins,1,False
CactbotOverlay,cactbot,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,,1,False
CactbotOverlay,cactbot,Type,CactbotEventSource,cactbot,Cactbot.CactbotEventSource,,1,True
CactbotOverlay,cactbot,Method,CactbotEventSource,cactbot,Cactbot.CactbotEventSource,.ctor,1,True
CactbotOverlay,cactbot,Type,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.IOverlay,,1,False
CactbotOverlay,cactbot,Type,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.IOverlayAddonV2,,1,False
CactbotOverlay,cactbot,Type,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.Registry,,1,False
CactbotOverlay,cactbot,Method,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.Registry,GetContainer,1,False
CactbotOverlay,cactbot,Method,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.Registry,StartEventSource,1,False
CactbotOverlay,cactbot,Type,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.TinyIoCContainer,,1,False
CactbotOverlay,cactbot,Method,OverlayPlugin.Common,OverlayPlugin,RainbowMage.OverlayPlugin.TinyIoCContainer,Resolve,1,False
FFXIV.Framework,Hojoring,Type,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,Start,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,TryActivation,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,get_ActivationDeniedCallback,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,get_Instance,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Activator,Hojoring,ACT.Hojoring.Activator.ActivationManager,set_ActivationDeniedCallback,1,True
FFXIV.Framework,Hojoring,Type,ACT.Hojoring.Common,Hojoring,ACT.Hojoring.Common.Hojoring,,1,True
FFXIV.Framework,Hojoring,Type,ACT.Hojoring.Updater,Hojoring,ACT.Hojoring.AtomicUpdater,,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Updater,Hojoring,ACT.Hojoring.AtomicUpdater,Log,1,True
FFXIV.Framework,Hojoring,Method,ACT.Hojoring.Updater,Hojoring,ACT.Hojoring.AtomicUpdater,RequestExternalUpdate,1,True
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormActMain,1,False
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,lblPluginStatus,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginFile,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginObj,1,False
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PlaySound,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,add_OnLogLineRead,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_ActPlugins,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_CurrentZone,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_InCombat,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_InitActDone,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,remove_OnLogLineRead,1,False
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,,1,False
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,detectedType,1,False
FFXIV.Framework,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,logLine,1,False
FFXIV.Framework,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventDelegate,,1,False
FFXIV.Framework,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventDelegate,.ctor,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin,Parser,IScope,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin,Parser,Microsoft.MinIoC.Container,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin,Parser,Microsoft.MinIoC.ContainerExtensions,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin,Parser,Microsoft.MinIoC.ContainerExtensions,Resolve,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetCombatantList,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetCurrentFFXIVProcess,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetCurrentTerritoryID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetPlayer,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetResourceDictionary,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataRepository,GetSelectedLanguageID,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.IDataSubscription,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Language,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,.ctor,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Address,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_BNpcID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_BNpcNameID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CastBuffID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CastDurationCurrent,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CastDurationMax,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CastTargetID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CurrentCP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CurrentGP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CurrentHP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CurrentMP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_CurrentWorldID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_EffectiveDistance,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Heading,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_ID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Job,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Level,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_MaxCP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_MaxGP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_MaxHP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Name,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_Order,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_OwnerID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_PartyType,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_PosX,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_PosY,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_PosZ,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_TargetID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_WorldID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_WorldName,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,get_type,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_CurrentHP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_CurrentMP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_ID,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_Job,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_MaxHP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_MaxMP,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_Name,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Combatant,set_type,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.PartyType,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.Models.Player,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.PartyListChangedDelegate,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.PartyListChangedDelegate,Invoke,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.PrimaryPlayerDelegate,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.PrimaryPlayerDelegate,Invoke,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.ResourceType,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.ZoneChangedDelegate,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Common,Parser,FFXIV_ACT_Plugin.Common.ZoneChangedDelegate,Invoke,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Logfile,Parser,FFXIV_ACT_Plugin.Logfile.ILogFormat,,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Logfile,Parser,FFXIV_ACT_Plugin.Logfile.ILogOutput,,1,False
FFXIV.Framework,Hojoring,Method,FFXIV_ACT_Plugin.Logfile,Parser,FFXIV_ACT_Plugin.Logfile.ILogOutput,WriteLine,1,False
FFXIV.Framework,Hojoring,Type,FFXIV_ACT_Plugin.Logfile,Parser,FFXIV_ACT_Plugin.Logfile.LogMessageType,,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,ActLocalization,,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,ActLocalization,get_LocalizationStrings,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormActMain,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginFile,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.AttackType,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.AttackType,ColumnDefs,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.AttackType,GetColumnByName,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.AttackType,get_Items,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,ColumnDefs,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,DamageSwingTypes,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,DamageTypeDataIncomingDamage,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,DamageTypeDataOutgoingDamage,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,DamageTypeDataOutgoingHealing,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,ExportVariables,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,GetColumnByName,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,HealingSwingTypes,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,IncomingDamageTypeDataObjects,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,OutgoingDamageTypeDataObjects,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,SwingTypeToDamageTypeDataLinksIncoming,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,SwingTypeToDamageTypeDataLinksOutgoing,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,get_AllOut,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,get_Duration,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.CombatantData,get_Items,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.DamageTypeData,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.DamageTypeData,ColumnDefs,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.DamageTypeData,GetColumnByName,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.DamageTypeData,get_Items,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.Dnum,,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.Dnum,get_Number,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.Dnum,op_Addition,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.Dnum,op_Implicit,2,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.EncounterData,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.EncounterData,ExportVariables,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.EncounterData,get_Duration,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.EncounterData,get_ZoneName,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,GenerateAttackTypeGraph,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,GetAutomaticUpdatesAllowed,1,False
FFXIV_ACT_Plugin,Parser,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,GetDateTimeFromLog,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginDownload,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginDownloadMem,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginGetRemoteVersion,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginGetSelfData,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,RestartACT,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,UnZip,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,ValidateLists,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,ValidateTableSetup,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,WriteDebugLog,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,WriteExceptionLog,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,add_BeforeLogLineRead,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,add_LogFileChanged,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,add_UpdateCheckClicked,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_AppDataFolder,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_LastKnownTime,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,remove_BeforeLogLineRead,1,False
FFXIV_ACT_Plugin,Parser,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,remove_UpdateCheckClicked,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,,1,False
FFXIV_ACT_Plugin,Parser,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LocalizationObject,,1,False
