consumer,consumerCat,kind,providerAssembly,providerCat,type,member,count,intraSuite
ACT.Hojoring.Updater,Hojoring,Type,ACT.Hojoring.Common,Hojoring,ACT.Hojoring.Common.Hojoring,,1,True
ACT.SpecialSpellTimer,Hojoring,Type,ACT.Hojoring.Updater,Hojoring,ACT.Hojoring.AtomicUpdater,,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.Hojoring.Updater,Hojoring,ACT.Hojoring.AtomicUpdater,Apply,1,True
ACT.SpecialSpellTimer,Hojoring,Type,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,DeInitPluginCore,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,Free,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,InitPluginCore,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,Initialize,1,True
ACT.SpecialSpellTimer,Hojoring,Method,ACT.SpecialSpellTimer.Core,Hojoring,ACT.SpecialSpellTimer.PluginCore,get_Instance,1,True
ACT.SpecialSpellTimer,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,,1,False
ACT.SpecialSpellTimer,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormActMain,1,False
ACT.SpecialSpellTimer,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,,1,False
ACT.SpecialSpellTimer,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginFile,1,False
ACT.SpecialSpellTimer,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,,1,False
ACT.SpecialSpellTimer,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginGetSelfData,1,False
ACT.SpecialSpellTimer,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,,1,False
ACT.SpecialSpellTimer,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,DeInitPlugin,1,False
ACT.SpecialSpellTimer,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,InitPlugin,1,False
ACT.SpecialSpellTimer,Hojoring,Type,FFXIV.Framework,Hojoring,FFXIV.Framework.Common.DirectoryHelper,,1,True
ACT.SpecialSpellTimer,Hojoring,Field,FFXIV.Framework,Hojoring,FFXIV.Framework.Common.DirectoryHelper,GetPluginRootDirectoryDelegate,1,True
ACT.SpecialSpellTimer,Hojoring,Type,FFXIV.Framework,Hojoring,GetPluginRootDirectory,,1,True
ACT.SpecialSpellTimer,Hojoring,Method,FFXIV.Framework,Hojoring,GetPluginRootDirectory,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.DynamicObject,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.DynamicObject,ClearZoneGlobal,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.ITimelineScript,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.NullHtmlEncoder,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineColumn,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineColumn,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineColumn,get_IsKey,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineColumn,get_Name,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineColumn,get_Value,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,UpdateCurrentTimelineFile,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,get_Instance,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,get_SyncTTS,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,get_TimelineDirectory,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_BaseDirectory,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_ET,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_Locale,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_Party,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_Player,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_Zone,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorModel,set_ZoneID,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,set_Job,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,set_Name,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,set_Number,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorPlayer,set_Role,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorProject,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorProject,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorVariable,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorVariable,get_GetVarDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorVariable,get_SetVarDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorVariable,set_GetVarDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRazorVariable,set_SetVarDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRow,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRow,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRow,AddCol,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineRow,get_Cols,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptEvents,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,CreateTestInstance,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,get_DynamicObject,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,get_Instance,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,get_ScriptingHost,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_GetCombatantsDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_GetCurrentSubRoutineNameDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_GetPartyDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_GetPlayerDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_RaiseLogLineDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_ShowTickerDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_TTSDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptGlobalModel,set_TraseDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,AddScript,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,Clear,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ExecuteOnLoad,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ExecuteOnLogs,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ExecuteOnSub,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ExecuteOnWipeout,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ExecuteResidents,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Field,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,ScriptingBlocker,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,get_AnonymouseScriptNo,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineScriptingHost,set_AnonymouseScriptNo,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,Add,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,GetPlaceholders,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,Remove,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Field,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,TableLocker,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,Truncate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,get_Name,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,get_Rows,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTable,set_Name,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTables,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTables,get_GetTableDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineTables,set_GetTableDelegate,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Field,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,EmptyVariable,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,Replace,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,get_Counter,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,get_Expiration,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,get_Name,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,get_Value,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,get_Zone,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,set_Counter,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,set_Expiration,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,set_Value,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,ACT.SpecialSpellTimer.RazorModel,Hojoring,ACT.SpecialSpellTimer.RazorModel.TimelineVariable,set_Zone,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormActMain,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActGlobals,oFormSpellTimers,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.ActPluginData,pluginFile,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,CornerControlAdd,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,CornerControlRemove,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,EndCombat,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PlaySound,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,PluginGetSelfData,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,TTS,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,WriteExceptionLog,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,add_OnLogLineRead,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_CurrentZone,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,get_InitActDone,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormActMain,remove_OnLogLineRead,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,AddEditTimerDef,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,NotifySpell,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,RebuildSpellTreeView,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,RemoveTimerDef,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.FormSpellTimers,get_TimerDefs,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.IActPluginV1,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,.ctor,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,detectedTime,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,detectedType,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,detectedZone,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Field,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventArgs,logLine,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventDelegate,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.LogLineEventDelegate,.ctor,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,.ctor,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,get_TimerValue,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_AbsoluteTiming,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_OnlyMasterTicks,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_Panel1Display,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_Panel2Display,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_RemoveValue,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_RestrictToCategory,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_RestrictToMe,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_TimerValue,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_Tooltip,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_WarningSoundData,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Method,Advanced Combat Tracker,ACT,Advanced_Combat_Tracker.TimerData,set_WarningValue,1,False
ACT.SpecialSpellTimer.Core,Hojoring,Type,FFXIV.Framework,Hojoring,AddedCombatantsEventArgs,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,FFXIV.Framework,Hojoring,AddedCombatantsEventArgs,get_NewCombatants,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,FFXIV.Framework,Hojoring,BackupDelegate,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,FFXIV.Framework,Hojoring,BackupDelegate,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,FFXIV.Framework,Hojoring,CanExecuteCallback,,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Method,FFXIV.Framework,Hojoring,CanExecuteCallback,.ctor,1,True
ACT.SpecialSpellTimer.Core,Hojoring,Type,FFXIV.Framework,Hojoring,ExecuteCallback,,1,True
